Unnamed: 0,author,creation_date,expiry,last_reply,parent_category,price,replies,saving,source,thread_category,title,views,votes
10,schmidtcal,"Jul 13th, 2020 4:58 am","August 24, 2020","Jul 13th, 2020 8:49 pm",Small Business,19.97,21,33.4,Staples,Office Supplies,Universal Hard-Floor Casters - $19.97 for 5,5765,11
11,RyanS219,"Jul 13th, 2020 5:02 pm","July 16, 2020","Jul 13th, 2020 7:07 pm",,39.99,3,$60,Best Buy,Kids & Babies,LILLEbaby Essentials Baby Carrier $39.99,1378,1
12,Dietcig,"Jul 12th, 2020 9:46 pm",,"Jul 13th, 2020 6:52 pm",,$349,7,,London Drugs,Computers & Electronics,Klipsch The Three II $349.99,3432,3
13,jpatel310,"Jul 13th, 2020 3:04 pm","July 20, 2020","Jul 13th, 2020 6:52 pm",Entertainment,3.99,10,,Microsoft,Other,"Xbox One Digital Games: Far Cry 5 $11.99, Far Cry 3 Classic Edition $3.99 and many more up to 90% Off",1599,6
14,DealEnthusiast9,"Jul 13th, 2020 12:24 pm","July 19, 2020","Jul 13th, 2020 6:51 pm",Computers & Electronics,329,3,70% off,Best Buy,Home Theatre & Audio,Bluesound D30 Duo 2.1-channel speaker system - $329 ($870 off),1487,-1
15,Freebush,"Jun 25th, 2020 12:51 am","June 30, 2020","Jul 13th, 2020 6:25 pm",,$601.75,1,$34.25,,Computers & Electronics,AMD Ryzen 9 3900X 4.6GHz 12-Core AM4 Processor $601.75 PM OP,2123,2
16,hill15,"Jun 5th, 2020 9:33 am",,"Jul 13th, 2020 6:23 pm",Home & Garden,30%,186,,,Other,Paints and Stains 30% off July 10 - 13 and 35% off supplies only July 13-17 (Use $10 off coupon over $50),37631,29
17,bugsbunny01,"Jul 13th, 2020 5:43 pm",,"Jul 13th, 2020 6:18 pm",,$299,3,,Canadian Tire,Home & Garden,IRobot 690 $299 YMMV,1263,-1
18,RumbleRo,"Jul 13th, 2020 4:18 pm",,"Jul 13th, 2020 6:08 pm",Computers & Electronics,"1,199.99",4,,Staples,Computers & Tablets/eReaders,"ASUS TUF506IH-RS74 15.6"", 2.9 GHz AMD Ryzen 7 4800H, 512 GB SSD, 16GB DDR4, Windows 10 Home, NVIDIA GeForce GTX 1,199.99",1940,0
19,runbrun11,"Jul 12th, 2020 9:16 pm",,"Jul 13th, 2020 6:07 pm",Home & Garden,$75,6,,Walmart,Appliances,Sodastream source - $75 YMMV,2543,-2
20,Bbrown3979,"Jul 8th, 2020 4:51 am",,"Jul 13th, 2020 6:04 pm",,,34,,,Apparel,Canada Goose up to 37% off,13254,13
21,awais,"Jul 13th, 2020 12:06 pm",,"Jul 13th, 2020 5:46 pm",Computers & Electronics,27.99,8,$12,Amazon.ca,Peripherals & Accessories,Anker Powerport Cube power strip $27.99,3766,6
22,Googliya,"Jul 13th, 2020 1:39 pm",,"Jul 13th, 2020 5:37 pm",Automotive,89.99,13,,Costco,Other,"DK2 Hitch-mounted Cargo Carrier, $89.99",3026,6
23,Caerus,"May 18th, 2020 9:56 pm",,"Jul 13th, 2020 5:26 pm",Home & Garden,$137,114,,Home Depot,Appliances,"Winix P300 Air Purifier $148 ($100 off, regular of $248) *Edit: Now $137*",33789,20
24,andrewlo,"Jul 13th, 2020 11:10 am","July 19, 2020","Jul 13th, 2020 5:07 pm",,free,18,,Tim Hortons,Groceries,Free Any Size Coffee Tim Hortons.. Possible YMMV,4034,-10
25,joebrown2020,"Jul 13th, 2020 5:03 pm","July 13, 2020","Jul 13th, 2020 5:03 pm",Computers & Electronics,9.99,0,75% OFF,Microsoft,Video Games,NBA2K Playgrounds 2 Digital Download $10,850,-2
26,spyhero,"Jul 13th, 2020 2:39 pm","July 23, 2020","Jul 13th, 2020 4:20 pm",,$215.99,4,,,Computers & Electronics,"Dell P2419H 24"" Monitor $215.99",1401,1
27,Batman1983,"Jul 13th, 2020 11:35 am","July 14, 2020","Jul 13th, 2020 4:14 pm",Home & Garden,$899.99,5,38,Costco,Home Decor,Napoleon 100 in. Electric Wall Mount Fireplace $899,1890,4
28,Arcticsilverfox,"Jun 12th, 2020 12:49 pm",,"Jul 13th, 2020 4:03 pm",Computers & Electronics,59.99,78,,,Telecom,[MARKHAM ONLY] 500Mbit/20Mbit Cable Internet (Rogers TPIA) - $59.99,12641,-9
29,danzerino,"Jul 13th, 2020 12:24 pm",,"Jul 13th, 2020 3:57 pm",Computers & Electronics,9.97,6,,Best Buy,Video Games,$9.97 PDP Mario Remix Starter Kit for Switch - Red,2826,14
0,kooltilltheen,"Jul 7th, 2020 4:12 am",,"Jul 13th, 2020 3:22 pm",,,51,,,Apparel,Upto 75% Off On Everything On Old Navy/Gap + Extra 50% Off Clearance on Gap,20076,16
1,escape1975,"Jul 12th, 2020 10:39 pm",,"Jul 13th, 2020 3:01 pm",Home & Garden,69.99,15,$73 off,Canadian Tire,Outdoors & Patio,"Coleman Queen 15"" Air Mattress + AC Pump - $69.99",3223,6
2,tdot905,"May 20th, 2020 11:40 am","July 30, 2020","Jul 13th, 2020 2:55 pm",Home & Garden,$199.99,86,55% off,Today's Shopping Choice,Appliances,Nespresso Expert Bundle $199 - $250 off,25852,9
3,chatbox,"Jul 9th, 2020 7:06 pm",,"Jul 13th, 2020 2:44 pm",Computers & Electronics,"1,899.99",66,,Amazon.ca,Other,"AMD Ryzen Threadripper 3960X 24-Core, 48-Thread Unlocked Desktop Processor, without Cooler - $1,899.99",11562,51
4,aldhux,"Jul 13th, 2020 7:30 am","July 15, 2020","Jul 13th, 2020 2:13 pm",,,7,7.5%,,Computers & Electronics,Drop cashback : 7.5% on Apple,2894,-1
5,essjayess,"Jul 8th, 2020 5:39 pm",,"Jul 13th, 2020 1:57 pm",Small Business,$0.97,9,64% off,Amazon.ca,Office Supplies,"Sharpie Permanent Markers, Ultra Fine Point, Black, 2 Pack, $0.97 (Add-on Item)",4684,38
6,adizac,"Jun 30th, 2020 12:37 pm",,"Jul 13th, 2020 1:53 pm",Sports & Fitness,,32,50%,,Other,Canada Day Sale! Get a year of AllTrails Pro for only $14.99,10021,21
7,thomasnsx888,"Jul 13th, 2020 7:38 am","July 14, 2020","Jul 13th, 2020 1:27 pm",Kids & Babies,39.99,15,10$,Costco,Toys & Games,LEGO Large Creative 790-piece Brick Box - $39.99,5761,26
8,coopercold,"Jul 10th, 2020 11:46 am",,"Jul 13th, 2020 1:05 pm",,,8,,Walmart,Groceries,"Various Coffee (Lavazza, Melitta, Starbucks, Timothy's, Ethical Bean, Maxwell House) for $3 - $5 per pack (238g - 730g)",3258,14
9,Freebush,"Jun 26th, 2020 10:54 am","July 2, 2020","Jul 13th, 2020 12:40 pm",,$198,12,$101.99,Visions Electronics,Computers & Electronics,Klipsch ProMedia 2.1 iPod / Computer Speakers $198 PM OP,2756,8
10,Kleftiko,"Jul 8th, 2020 5:53 pm",,"Jul 13th, 2020 12:36 pm",Computers & Electronics,4,48,,Dollarama,Peripherals & Accessories,- USB Wall Plug Receptacles - 2.4A - $4 - Wpg YMMV,9248,13
11,badbeerbreath,"Jul 11th, 2020 8:38 pm",,"Jul 13th, 2020 12:36 pm",,10.99,7,31% off,Amazon.ca,Groceries,"Kicking Horse Coffee- Hoodoo Jo, Half Ass, Pacific Pipeline $10.99",3599,2
12,Tommyyy,"Jul 13th, 2020 11:58 am",,"Jul 13th, 2020 12:23 pm",,764.99,3,45%,Amazon.ca,Home & Garden,"Emma King Mattress | 12"" Memory Foam Mattress 45% off + 0 tax",1313,-3
13,SaadA79344,"Jul 13th, 2020 10:44 am","July 13, 2020","Jul 13th, 2020 11:54 am",Computers & Electronics,,2,,Best Buy,Cell Phones,Bestbuy gift cards with 2 year phone activations,1446,0
14,icemannn123,"Jul 12th, 2020 10:30 pm",,"Jul 13th, 2020 11:43 am",Computers & Electronics,11.99,16,,Microsoft Store,Video Games,Far Cry 5 - Xbox One - 11.99 - gold users - (YMMV?),2120,9
15,tonershop,"Jul 11th, 2020 1:03 pm",,"Jul 13th, 2020 11:34 am",Home & Garden,$4,29,,Dollarama,Home Improvement & Tools,Globe Electric Wall Plate Night Light with Built-In Motion Sensor $4,9932,23
16,RFDpadawan,"Jul 13th, 2020 11:15 am",,"Jul 13th, 2020 11:32 am",,102,6,40%,Sport Chek,Apparel,Brooks Ghost 12 at $102 (40% OFF),1227,2
17,explorer11,"Jul 13th, 2020 9:39 am","July 19, 2020","Jul 13th, 2020 11:27 am",,$43.99,12,$11.00,Costco,Home & Garden,Ottlite Entice LED Desk Lamp with Wireless Charging,2896,7
18,Bulletproof35,"May 21st, 2020 9:15 am","May 27, 2020","Jul 13th, 2020 10:50 am",Home & Garden,Varies,426,Varies,Home Depot,Home Improvement & Tools,Ryobi Days - See Pictures,115363,53
19,Jepboi,"Jun 22nd, 2020 8:33 pm",,"Jul 13th, 2020 9:58 am",Computers & Electronics,,28,,Freedom Mobile,Cell Phones,Freedom Add a line $15 ($10),9358,2
20,Minimo07,"Jul 11th, 2020 3:40 pm",,"Jul 13th, 2020 9:43 am",Automotive,,24,,Costco,Other,Costco Markham (on Yorktech) Deals excluding TVs/computers/ clothings/bedding items/books,10311,52
21,the11thdoctor,"Jul 13th, 2020 8:53 am",,"Jul 13th, 2020 9:19 am",Computers & Electronics,45,1,,Amazon.ca,Home Theatre & Audio,Tribit XFree Tune Bluetooth Headphones Over-Ear - $45,845,1
22,ThriftDealer,"Jul 12th, 2020 10:59 pm",,"Jul 13th, 2020 9:04 am",Computers & Electronics,146.87,5,39% off,Amazon.ca,Home Theatre & Audio,Etymotic ER3XR $146.87,2139,1
23,Scote64,"Jun 30th, 2020 7:53 pm",,"Jul 13th, 2020 8:17 am",Home & Garden,$199,149,,,Home Improvement & Tools,Milwaukee M12 tool + 2 x 4ah batteries + charger $199 [Corrected],21116,21
24,yau1225,"Jul 11th, 2020 3:43 am",,"Jul 13th, 2020 8:16 am",Home & Garden,$145.59,29,,Bed Bath And Beyond,Appliances,Zojirushi NS-TSC10 5.5 Cup Micom Rice Cooker $145.59 (with 20% off Coupon) YMMV - (no coupon $181.99),9160,7
25,houska,"Jul 10th, 2020 1:54 pm","July 15, 2020","Jul 13th, 2020 5:39 am",Home & Garden,11.98,21,,Home Depot,Outdoors & Patio,(Warm) Yard waste bag $0.48 ea (25-pack),4976,8
26,DJ Trance AZ,"May 15th, 2020 8:06 am",,"Jul 13th, 2020 5:12 am",,,197,,Costco,Automotive,Kirkland Engine Oil 2-Pack 0w20/5w20/5w30 - $31 (in-store) / $45 (online).,43435,67
27,Chrissxu,"Jul 12th, 2020 6:02 pm",,"Jul 13th, 2020 3:33 am",Home & Garden,$5.00,3,,Walmart,Home Decor,"$5, Sertapedic Zen Plush Pillow",1521,1
28,jbfd,"Jul 2nd, 2020 2:18 pm","July 2, 2020","Jul 13th, 2020 12:43 am",Computers & Electronics,59.99,4,,Best Buy,Computers & Tablets/eReaders,Amazon Echo Show 5 with Alexa - Charcoal $59.99 at BestBuy,2492,0
29,lbmeyer,"Jul 11th, 2020 10:31 am","July 12, 2020","Jul 13th, 2020 12:35 am",Computers & Electronics,,14,,,Video Games,"Double Fine adventure games (Day of the Tentacle, Grim Fandango + 2 more) free on Mac App Store",3749,25
0,JohnP9,"Jul 12th, 2020 9:43 am",,"Jul 13th, 2020 12:26 am",,89.99 / 17,5,18 - 20% o,,Computers & Electronics,Corsair Vengeance LPX 16GB (2x8GB) and 32 GB (2x16) DDR4 DRAM 3200MHz $89.99 / $174.99,3409,4
1,cash_717,"Jul 12th, 2020 8:09 pm",,"Jul 13th, 2020 12:21 am",,26.99,6,,Costco,Travel,Contigo Luxe Travel Mugs - 2 Pack - $26.99,3675,0
2,xtrmDeals,"Jul 11th, 2020 10:00 am",,"Jul 13th, 2020 12:06 am",,24.99,12,,Princess Auto,Home & Garden,$24.99 - Camping chair with table,8440,3
3,Jamie786,"Jun 17th, 2020 3:12 pm","June 24, 2020","Jul 12th, 2020 11:48 pm",Home & Garden,99,135,,No Frills,Other,No Name Portable BBQ $99,51299,62
4,if0nly,"Jul 6th, 2020 5:48 pm",,"Jul 12th, 2020 11:40 pm",,,30,,Costco,Home & Garden,GTA warden le creuset on sale Highly YMMV,13255,26
5,CCHIPSS,"Jun 6th, 2020 9:53 pm",,"Jul 12th, 2020 11:36 pm",Computers & Electronics,1699,155,$430,,Cameras,Canon EOS RP Full Frame & 24-240mm & EF-EOS R Adaptor & Mini Tripod & 64GB SD Card $1.699.00,28334,23
6,sedated_xtc,"Jul 12th, 2020 11:09 pm",,"Jul 12th, 2020 11:09 pm",,,0,,,Apparel,Summer sale on sorel - select styles under $100,1521,-2
7,Poutinemaster,"Jul 12th, 2020 11:01 pm",,"Jul 12th, 2020 11:01 pm",Entertainment,300,0,50$,Amazon.ca,Other,ANYCUBIC Wash and cure machine 300CAD,1492,0
8,deal1234321,"Jul 10th, 2020 2:42 am",,"Jul 12th, 2020 11:01 pm",,$1.25,32,,Dollarama,Beauty & Wellness,Pur Hand Sanitizer 120ml $1.25,9194,19
9,gwn,"Jun 25th, 2020 11:18 pm",,"Jul 12th, 2020 10:12 pm",Home & Garden,4,17,,Dollarama,Home Improvement & Tools,Ferrex Metric Drill Bit Set,8043,5
10,el'ation,"Jul 10th, 2020 5:57 pm",,"Jul 12th, 2020 9:37 pm",Automotive,,32,,Costco,Auto Parts & Accessories,Air Hawk MAX Cordless Inflator $59.99,8922,-13
11,jawnyawn,"Jun 3rd, 2020 10:55 pm",,"Jul 12th, 2020 9:25 pm",Computers & Electronics,,503,,Rogers,Cell Phones,Rogers EPP Deal $41/Month for 20gb + Financing Plan (2 year term) iPhone 6s $9.99/month + No Activation + FREE Tablet,135468,25
12,Tomas8x,"Jul 11th, 2020 10:32 am",,"Jul 12th, 2020 9:19 pm",Computers & Electronics,$94.99,14,,Amazon.ca,Peripherals & Accessories,512GB Silicon Power NVMe PCIe Gen3x4 M.2 2280 TLC SSD - $94.99,3828,-1
13,Cheapo-Findo,"Jul 12th, 2020 8:20 pm","July 31, 2020","Jul 12th, 2020 8:37 pm",,,1,,,Restaurants,PI CO - $10 off $25 pickup or delivery via PI CO APP (ONTARIO),1594,3
14,XSHABX,"Jul 12th, 2020 8:04 pm","October 1, 2020","Jul 12th, 2020 8:04 pm",Kids & Babies,1.99,0,90 % off,Shoppers Drug Mart,Baby Needs,Shoppers Drug Mart - Similac Alimentum 4pk $1.99 Clearance YMMV,1423,6
15,kimmelite,"Jul 7th, 2020 4:03 pm","July 15, 2020","Jul 12th, 2020 7:53 pm",Kids & Babies,,22,,Walmart,School Supplies,"ON Walmart back to school deals starting July 9, as low as $0.10",8053,11
16,BernardRyder,"Jul 12th, 2020 6:12 pm",,"Jul 12th, 2020 7:47 pm",Computers & Electronics,,5,,STEAM,Video Games,Devolverland Expo free PC game,3206,8
17,arkhira,"Jul 11th, 2020 9:37 pm",,"Jul 12th, 2020 7:43 pm",Computers & Electronics,$41.69,3,$8.3,,Video Games,Xbox Gamepass Ultimate - 3 Months $41.69,2097,1
18,hill15,"Jul 12th, 2020 8:11 am",,"Jul 12th, 2020 7:28 pm",Kids & Babies,$19.97,2,,,School Supplies,Walmart/Amazon-Prismacolor Scholar Coloured Pencils 60 pk $19.97 (Reg. $33.47),1942,8
19,BBucKK,"Jul 1st, 2020 3:40 pm",,"Jul 12th, 2020 7:10 pm",,$259.99,55,,Amazon.ca,Computers & Electronics,NVIDIA SHIELD Pro back in-stock $259.99,16860,16
20,SammyDavis,"Jul 3rd, 2020 5:21 pm",,"Jul 12th, 2020 6:45 pm",Home & Garden,,50,,Home Depot,Home Improvement & Tools,Commercial electric 40 inch LED selectable color light $23.98,12499,11
21,lookingforsumthin,"Jul 10th, 2020 10:39 am","July 12, 2020","Jul 12th, 2020 6:34 pm",Computers & Electronics,399.99,10,$100 off,The Source,Computers & Tablets/eReaders,"Acer Aspire Laptop 15.6"" Core i3 8G 256G SSD $399.99",3893,-1
22,mohamade,"Jun 30th, 2020 4:22 pm",,"Jul 12th, 2020 6:26 pm",,,81,,Canada Computers,Computers & Electronics,CC: Intel 9th/10th gen CPU $30 off with code CPHD00000047 + FS,13061,-7
23,ca_gascon,"Jul 12th, 2020 4:10 pm","July 12, 2020","Jul 12th, 2020 6:01 pm",Apparel,19.99,2,31%,Costco,Women's Shoes,$19.99 Keds Women's Canvas Shoes Calgary Beacon Hill,1616,3
24,cheapbanana,"Jun 9th, 2020 1:30 pm","August 1, 2020","Jul 12th, 2020 5:59 pm",Computers & Electronics,,94,50% off,Microsoft Store,Computers & Tablets/eReaders,Microsoft Build Discounts (Software upto 80% off),29252,15
25,TruckedIguana,"Jul 7th, 2020 11:13 am",,"Jul 12th, 2020 5:41 pm",,$49.99,38,,Costco,Beauty & Wellness,Philips Multigroom 7000 $49.99,12588,4
26,Thatdealguy,"Jul 7th, 2020 2:16 am",,"Jul 12th, 2020 5:15 pm",,,91,,Costco,Groceries,"West (BC, AB, MB, SK) (July 6 - 12) (227) Updated see post 7",28531,94
27,frugalcanuck,"Jun 24th, 2020 1:48 pm",,"Jul 12th, 2020 3:40 pm",,39.88,85,,Sport Chek,Apparel,Calgary Flames adidas Men's James Neal Authentic Jersey $39.88,16024,18
28,michaely,"Jul 11th, 2020 2:54 pm",,"Jul 12th, 2020 3:33 pm",Small Business,12.65,4,,Amazon.ca,Office Supplies,Pentel Energel Style/Philography Gel Pen With Sky Blue Barrel $12.65 (Historical Low on Amazon),2126,2
29,northernbound,"Jul 1st, 2020 3:12 pm",,"Jul 12th, 2020 3:13 pm",Computers & Electronics,2.99,25,50%,,Computers & Tablets/eReaders,Deal on Easynews - $35.88 for Unlimited Usenet,7112,10
0,ShopperfiendTO,"Jul 12th, 2020 11:22 am","July 12, 2020","Jul 12th, 2020 3:09 pm",Home & Garden,599.99,5,,,Appliances,"Vitamix Ascent 2300 w 64, 48 & 2x20 oz. containers for $600",1578,5
1,anon_s,"Jun 23rd, 2020 4:48 pm",,"Jul 12th, 2020 2:30 pm",Home & Garden,124.98,19,$20 off,Walmart,Outdoors & Patio,Less Mess - Garden/Top Dressing Blend Soil (1 cu yard) - $124.98,5495,0
2,ajacian81,"Jul 10th, 2020 7:31 pm",,"Jul 12th, 2020 2:18 pm",Computers & Electronics,1200,37,,Staples,Computers & Tablets/eReaders,"$1200 ASUS Zenbook 14"" Ultrabook, 3.6 GHz AMD Ryzen 7 4700U, 512 GB SSD, 16 GB LPDDR4, NVIDIA GeForce MX350",9358,7
3,el'ation,"Jul 10th, 2020 6:05 pm",,"Jul 12th, 2020 1:49 pm",Kids & Babies,,8,,Costco,School Supplies,Staedtler Colored Pencils 120 pieces $14.99,4993,2
4,Striker317,"Jul 3rd, 2020 1:01 pm",,"Jul 12th, 2020 1:21 pm",Home & Garden,160.49,17,,Amazon.ca,Appliances,Instant Pot Ultra 8 Quart 10 in 1 - $160.49 - new all time low.,8334,1
5,muscleking,"Jul 12th, 2020 1:18 pm",,"Jul 12th, 2020 1:18 pm",Computers & Electronics,199.99,0,50%,Canon.ca,Cameras,Canon BG-E20 5d mark iv grip,1051,0
6,SAN66,"Jul 11th, 2020 4:09 pm",,"Jul 12th, 2020 11:59 am",Computers & Electronics,$129.97,23,30%,Staples,Peripherals & Accessories,Google Home Wifi Router (1st gen) $129.97 in store,6267,5
7,darklightness,"Jul 4th, 2020 7:49 pm","July 10, 2020","Jul 12th, 2020 11:38 am",,,19,50%,,Restaurants,[DoorDash] 50% off with DashPass YRMV,8933,10
8,phoreoneone,"Jun 30th, 2020 10:48 am",,"Jul 12th, 2020 11:32 am",,,5,,Starbucks,Groceries,Aeroplan with TD and Starbucks Offers YMMV CHECK EMAIL,2399,0
9,enzo85,"Jul 12th, 2020 11:31 am",,"Jul 12th, 2020 11:31 am",Home & Garden,,0,,,Appliances,$499 - Miele Classic C1 Cat and Dog Canister Vacuum - Clearance,1114,2
10,sate1137,"May 4th, 2020 10:47 am",,"Jul 12th, 2020 11:13 am",Home & Garden,,11,25% OFF,,Other,Custom Print Products,13375,7
11,ogloprfd,"Jul 10th, 2020 11:24 am",,"Jul 12th, 2020 11:06 am",,$99.95,78,15% off,Amazon.ca,Computers & Electronics,"Noctua NH-D15S, Premium Dual-Tower CPU Cooler with NF-A15 PWM 140mm Fan $99.95",10182,10
12,smay69,"Jul 12th, 2020 11:01 am",,"Jul 12th, 2020 11:01 am",Home & Garden,30-140,0,,Princess Auto,Outdoors & Patio,Various Lawnmaster Garden Power Equipment,1336,-3
13,hill15,"Jul 7th, 2020 11:28 am",,"Jul 12th, 2020 11:01 am",Home & Garden,$12.00,27,,,Other,Provigo/Loblaws PC Club Pack Toilet Paper 30 rolls x 425 sheets 2 ply $12 July 9-12,5999,3
14,Desperadude,"Jul 11th, 2020 12:32 pm",,"Jul 12th, 2020 10:55 am",Computers & Electronics,,15,,Canada Computers,Computers & Tablets/eReaders,[CC] i5-9400 $175 after coupon + FS,3749,6
15,sprung,"Jul 10th, 2020 10:21 am","July 31, 2020","Jul 12th, 2020 10:28 am",Computers & Electronics,,57,,,Telecom,"Free TCL 43"" 4K TV w/TCL 10 Pro phone purchase. Ends July 31",11918,12
16,danzerino,"Jul 10th, 2020 7:57 am",,"Jul 12th, 2020 9:50 am",,,20,,Costco,Groceries,Get a $25 Costco.ca voucher when signing up to Exec membership,4926,-3
17,whysignup,"Jun 27th, 2020 4:23 am",,"Jul 12th, 2020 9:00 am",Computers & Electronics,45,141,90% off,Fido,Cell Phones,7GB FOR $45/mo- + $0 iPhone 6s +a New Line !!HOT!!,56221,17
18,danio11,"Jun 17th, 2020 9:54 am",,"Jul 12th, 2020 8:56 am",Computers & Electronics,3523.99,64,$1500,,Televisions,LG NANO90 86'' 4K SmartTV - $3523.99,13899,5
19,IonutC83582,"Jul 10th, 2020 10:14 pm","July 15, 2020","Jul 12th, 2020 8:12 am",,139.99,2,hotbuy,Princess Auto,Automotive,"Kawasaki 1.2 GPM @ 1,650 PSI Electric Pressure Washer",2681,1
20,LTSmash,"May 3rd, 2020 9:46 am",,"Jul 12th, 2020 12:50 am",Home & Garden,,65,,Costco,Other,"Zwilling Euroline Bob Kramer Damascus Chef's Knife 8"" $349.99 and 10"" $399.99",25262,12
21,Zook123,"Jun 29th, 2020 9:19 am",,"Jul 12th, 2020 12:10 am",,3.49,73,,Costco,Beauty & Wellness,Delon hand sanitizer (725ml) - $3.49,25726,30
22,bigfun3,"Jul 10th, 2020 8:44 am","July 16, 2020","Jul 12th, 2020 12:06 am",Computers & Electronics,$1399.99,20,$200 off,Best Buy,Computers & Tablets/eReaders,"ASUS ROG Zephyrus 15.6"" Gaming Laptop - Black (AMD Ryzen 7 4800HS/512GB SSD/16GB RAM/GTX 1660Ti - $1399.99",4400,4
23,lilguy,"Jun 27th, 2020 11:45 pm",,"Jul 12th, 2020 12:00 am",Home & Garden,249,91,,Home Depot,Home Improvement & Tools,Ridgid 18V brushless sub-compact cordless drill and driver combo kit $249 + free tool of choice,17241,13
24,iced~metal,"Jul 11th, 2020 5:08 am",,"Jul 11th, 2020 10:18 pm",,,4,,Reebok,Sports & Fitness,"40% off outlet, 30% off select items Summer Sale",3976,6
25,lemmiwinks,"Jul 11th, 2020 3:59 pm",,"Jul 11th, 2020 10:01 pm",,$23.17,4,47%,Amazon.ca,Kids & Babies,Little Tykes T-Ball Set (with 5 balls),4308,10
26,thelasthunter,"Jul 1st, 2020 1:06 pm","July 1, 2020","Jul 11th, 2020 9:55 pm",Beauty & Wellness,,75,40%,Clearly Contacts,Beauty Supplies & Personal Care,40% Off Lenses + 3% Rakuten Cashback,14390,9
27,Oddjob87,"Jul 11th, 2020 5:30 pm",,"Jul 11th, 2020 9:27 pm",,99.99,15,,Best Buy,Sports & Fitness,Weider Pro 225 L Bench,3950,1
28,Gangsta101,"Jul 11th, 2020 7:06 pm",,"Jul 11th, 2020 9:19 pm",Home & Garden,139.99,5,45%,Canadian Tire,Home Improvement & Tools,Mastercraft 20V Max Cordless Brushed 1/2-in Drill & 1/2-in Impact Wrench Combo Kit for $139.99 (45% off),2100,1
29,whizzzkid,"Jul 10th, 2020 4:36 pm",,"Jul 11th, 2020 9:09 pm",Home & Garden,179.99,3,,Costco,Furniture,Wymo Height-Adjustable Desk Riser $179.99,5362,5
0,whizzzkid,"Jul 10th, 2020 4:36 pm",,"Jul 11th, 2020 9:09 pm",Home & Garden,179.99,3,,Costco,Furniture,Wymo Height-Adjustable Desk Riser $179.99,5364,5
1,DaVibe,"Jul 11th, 2020 8:36 pm",,"Jul 11th, 2020 8:36 pm",,,0,20%,Buytopia.ca,Entertainment,20% Off Your Next BuyTopia.Ca Purchase,1215,-2
2,greenada,"Jul 1st, 2020 12:07 pm",,"Jul 11th, 2020 8:33 pm",,C$ 20.81,63,,,Computers & Electronics,Xiaomi Mi Band 3 Smart Fitness Tracker - C$ 20.81 / Possible C$ 11.58 With New User Code @ Xiaomi Store / Aliexpress,12767,0
3,Mrrfdxyz,"Jul 11th, 2020 8:15 pm",,"Jul 11th, 2020 8:28 pm",,$357.97,2,,Walmart,Beauty & Wellness,Fitness Reality 810XLT Super Max Power Rack Cage- $357.97,2004,3
4,CrackTheDeal,"Jul 8th, 2020 6:06 pm","July 22, 2020","Jul 11th, 2020 8:20 pm",Restaurants,,45,,Metro,Fast Food,Metro 3 Toppings Pizza for $9.99,8989,15
5,Alexaaa,"Jul 11th, 2020 1:56 pm",,"Jul 11th, 2020 8:12 pm",Computers & Electronics,19.49,4,,Nintendo,Video Games,FIFA 20 Nintendo Switch Legacy Edition $19.49 on eShop,2308,-3
6,mathewvc,"Jun 22nd, 2020 2:11 am",,"Jul 11th, 2020 8:08 pm",,358.24,39,,Amazon.ca,Sports & Fitness,Fitness Reality 810XLT Super Max Power Cage $358.xx,9071,0
7,danlui,"Jul 11th, 2020 5:57 pm",,"Jul 11th, 2020 7:52 pm",Computers & Electronics,179.99,8,$20,Lenovo Canada,Computers & Tablets/eReaders,Lenovo Tab M8 FHD - Iron Grey,2892,0
8,lilpoorpk,"Jul 11th, 2020 5:43 pm",,"Jul 11th, 2020 6:52 pm",,,4,,Costco,Sports & Fitness,14/box Quest Bar available at Vaughan Costco ($28.99),1898,0
9,immad01,"Jul 11th, 2020 1:57 pm","July 16, 2020","Jul 11th, 2020 6:46 pm",,$249.99,3,,Visions Electronics,Home & Garden,Cuisinart Precision Master 5.5qt / 5.2L Stand Mixer (Red) plus Fruit & Ice Cream Maker Attachment (PKG58241) for $250 FS,1773,1
10,chadw01,"Jul 11th, 2020 11:45 am",,"Jul 11th, 2020 6:31 pm",,12.60,7,61%,Amazon.ca,Home & Garden,Duck Brand FROGTAPE Painter's Tape - $12.60,1984,-13
