original_index,is_outlier,begruendung,zielspalten_bewertet
1012,True,Die Zeile zeigt ein deutliches Missverhältnis: 1184 Views bei nur 1 Reply und 1 Vote ist für einen Hi-Fi-Kopfhörer-Deal mit 30% Rabatt ungewöhnlich niedrig im Engagement. Selbst bei einem als 'lukewarm' gekennzeichneten Deal würde man bei dieser hohen Sichtbarkeit mehr Interaktion erwarten.,"['replies', 'views', 'votes']"
1013,False,"Das iPad Pro 12.9 inch 2018 mit 1TB+LTE ist ein hochpreisiges Premium-Produkt mit erheblicher Ersparnis ($965), das bei Best Buy wieder verfügbar ist. Die 11.739 Views, 21 Replies und 10 Votes sind für ein solches attraktives Tech-Angebot mit hohem Wert und starker Rabattierung im erwartbaren Rahmen und spiegeln normales Interesse wider.","['replies', 'views', 'votes']"
1014,True,"Eine Silikon-Popcornschüssel für 15,45$ ohne ausgewiesene Ersparnis zeigt mit 24 Antworten und 5886 Aufrufen ein ungewöhnlich hohes Engagement für ein einfaches Haushaltsprodukt im mittleren Preissegment. Solche Alltagsartikel generieren typischerweise deutlich weniger Diskussion und Aufmerksamkeit, insbesondere ohne erkennbaren Rabatt oder besondere Attraktivität.","['replies', 'views', 'votes']"
1015,False,"Das Engagement ist für diesen Nischen-Tech-Deal plausibel: UsenetServer ist ein spezialisiertes Produkt mit begrenzter Zielgruppe, was moderate Views (1239) und wenige Replies (5) erklärt. Die leicht negativen Votes (-1) können auf gemischte Meinungen zur Attraktivität des Angebots oder zur Usenet-Thematik hindeuten, was im Rahmen normaler Community-Bewertungen liegt.","['replies', 'views', 'votes']"
1016,False,"Das Engagement ist für diesen Kontext plausibel: Horse Stall Mats als Gym-Flooring sind ein bekanntes Nischenthema in der Fitness-Community mit hohem Informationsbedarf (erklärt 55 Replies und 10175 Views). Die moderaten 6 Votes bei hoher Diskussionsaktivität passen zu einem spezialisierten, aber nicht massentauglichen Deal.","['replies', 'views', 'votes']"
1017,False,"Das Engagement (10 Antworten, 2615 Aufrufe, 4 Votes) ist für einen Deal mit 52% Rabatt auf Bluetooth-Kopfhörer im Audio-Bereich plausibel und im erwartbaren Rahmen. Die moderate Interaktion passt zu einem soliden, aber nicht außergewöhnlichen Elektronik-Angebot.","['replies', 'views', 'votes']"
1018,True,"Die Zeile zeigt ein deutliches Missverhältnis: 3194 Views und 11 Replies bei nur 1 Vote sind für einen 30%-Rabatt auf Nike/Air Jordan Produkte (bekannte Marken mit hoher Attraktivität) ungewöhnlich. Das hohe Engagement (Views/Replies) sollte normalerweise deutlich mehr Votes generieren, was auf eine Anomalie hindeutet.","['replies', 'views', 'votes']"
1019,False,"Eine Sicherheitskamera für 59.99 CAD mit 45% Rabatt bei Amazon.ca zeigt mit 1708 Views, 10 Replies und -7 Votes ein plausibles Engagement-Muster. Die negativen Votes deuten auf gemischte Bewertungen hin (möglicherweise Zweifel an Qualität oder Preis-Leistung), während die moderate Anzahl an Views und Replies für ein Nischenprodukt im Kamera-Bereich typisch ist.","['replies', 'views', 'votes']"
1020,False,"Ein Hochdruckreiniger für $139 ist ein solides Angebot im Automotive-Bereich, das moderate Aufmerksamkeit (2596 Views, 6 Replies) rechtfertigt. Das niedrige Vote-Ergebnis (1) bei gleichzeitig vorhandener Diskussion und Views ist im Rahmen normaler Schwankungen bei Deal-Bewertungen und deutet nicht auf einen Ausreißer hin.","['replies', 'views', 'votes']"
1021,False,"Ein 70-Zoll 4K Smart TV für unter 1000 USD bei Costco ist ein attraktives Angebot, das moderate Aufmerksamkeit (3297 Views, 9 Replies) rechtfertigt. Der niedrige Vote-Wert (1) passt zu einem soliden, aber nicht außergewöhnlichen Deal in der stark umkämpften TV-Kategorie.","['replies', 'views', 'votes']"
1022,False,"Das Engagement (6 Antworten, 2232 Aufrufe, 4 Votes) ist für einen Beauty & Wellness Deal mit 25$ Rabatt auf Amazon.ca im erwartbaren Rahmen. Die moderate Interaktion passt zu einem soliden, aber nicht außergewöhnlichen Angebot in dieser Kategorie.","['replies', 'views', 'votes']"
1023,False,"Das Engagement (14 Antworten, 3663 Aufrufe, 5 Votes) ist für ein spezialisiertes Automotive-Produkt (Rhino Ramps mit hoher Tragkraft) im mittleren Preissegment plausibel. Die Kombination aus moderater Diskussion und solider Reichweite passt zu einem Nischenprodukt, das für KFZ-Enthusiasten relevant ist, aber keine breite Masse anspricht.","['replies', 'views', 'votes']"
1024,False,"Ein Kreditkartenangebot mit Bonusprogramm in der Kategorie 'Financial Services' zeigt mit 4931 Views, 34 Replies und 8 Votes ein plausibles Engagement. Finanzprodukte und Kreditkartendeals erzeugen typischerweise moderate bis hohe Aufmerksamkeit und Diskussionen, da Nutzer Details, Bedingungen und Erfahrungen austauschen – das beobachtete Niveau passt zum Kontext.","['replies', 'views', 'votes']"
1025,True,"Das Verhältnis von 3842 Views zu nur 13 Replies und 5 Votes ist deutlich ungewöhnlich. Bei einem Nischenprodukt (Großpackung Jalapeno Cheese Sauce für $49) würde man bei dieser hohen Aufrufzahl normalerweise mehr Interaktion erwarten, oder umgekehrt bei geringem Interesse deutlich weniger Views.","['replies', 'views', 'votes']"
1026,False,"Ein Rasenmäher für 399$ von Lowe's in der Kategorie Home & Garden zeigt mit 19 Antworten, 3996 Aufrufen und -2 Votes ein plausibles Engagement-Muster. Die leicht negativen Votes können auf Diskussionen über Preis-Leistung oder Produktqualität hindeuten, während die moderate Anzahl an Antworten und Views für ein Gartengerät in dieser Preisklasse typisch ist.","['replies', 'views', 'votes']"
1027,False,"Das geringe Engagement (0 Antworten, 127 Aufrufe, -1 Vote) passt zum Kontext: Ein kostenloses E-Book mit kontroversem/geschmacklosem Titel zum Thema Corona wird erwartungsgemäß wenig positive Resonanz erhalten. Die negativen Votes und fehlenden Antworten spiegeln vermutlich Ablehnung wider, was bei diesem sensiblen Thema nachvollziehbar ist.","['replies', 'views', 'votes']"
1028,True,"Die Zeile zeigt 1138 Views bei nur 1 Vote und 0 Replies, was für ein iPad Pro Zubehör mit 33% Rabatt ungewöhnlich ist. Normalerweise würde ein solches Angebot mit dieser Reichweite deutlich mehr Engagement (Votes und Antworten) generieren, da es sich um ein relevantes Produkt mit substantieller Ersparnis handelt.","['replies', 'views', 'votes']"
1029,False,"Ein Store-Closing-Sale mit 40% Rabatt auf Maui Jim Sonnenbrillen (Premium-Marke) in der Kategorie Sports & Fitness rechtfertigt plausibel 2463 Views, 7 Replies und 2 Votes. Das moderate Engagement passt zu einem zeitlich begrenzten Angebot einer bekannten Marke mit spezifischer Zielgruppe.","['replies', 'views', 'votes']"
1030,False,"Das Engagement (1 Antwort, 999 Aufrufe, 4 Votes) ist für ein Buchvorbestellungsangebot mit 40% Rabatt bei Amazon.ca im erwartbaren Rahmen. Die moderate Interaktion passt zu einem Nischenprodukt (Fotobuch) mit solidem, aber nicht außergewöhnlichem Rabatt.","['replies', 'views', 'votes']"
1031,False,"Ein kostenloser Online-Kurs einer renommierten Universität (McGill) zum Thema Finanzen mit 100% Ersparnis ist hochwertig und attraktiv. Die 19 Antworten, 6692 Aufrufe und 42 positive Votes sind für solch ein bildungsorientiertes Angebot im Kontext eines Deal-Forums plausibel und im erwartbaren Rahmen.","['replies', 'views', 'votes']"
1032,True,"Die Anzahl der Views (34.758) ist im Verhältnis zu den Votes (16) und Replies (62) extrem hoch und ungewöhnlich für einen Deal mit begrenzten Größen ('select sizes'). Typischerweise würde ein so stark betrachteter Deal deutlich mehr Engagement in Form von Votes generieren, insbesondere bei einem attraktiven 62%-Rabatt auf ein bekanntes Markenprodukt.","['replies', 'views', 'votes']"
1033,False,"Ein Fahrradträger für ~$131 mit kostenlosem Versand ist ein attraktives Angebot in der Automotive-Kategorie. Die 19 Antworten, 4303 Aufrufe und 10 positive Votes zeigen ein moderates bis gutes Engagement, das für ein solides Auto-Zubehör-Angebot mit gutem Preis-Leistungs-Verhältnis plausibel und im erwartbaren Rahmen liegt.","['replies', 'views', 'votes']"
1034,False,"Das Engagement (1 Antwort, 705 Aufrufe, 0 Votes) ist für ein Lebensmittel-Angebot mit moderatem Preis und Ersparnis im erwartbaren Rahmen. Kaffee-K-Cups sind ein Nischenprodukt mit begrenzter Zielgruppe, was das moderate Interesse plausibel erklärt.","['replies', 'views', 'votes']"
1035,True,Bei 890 Views und einem Fast-Food-Deal mit kostenlosem Item ab 15$ Einkauf wären deutlich mehr Votes (positiv oder negativ) und mehr als nur 1 Reply zu erwarten. Das nahezu fehlende Engagement trotz hoher Reichweite ist im Kontext eines Deal-Forums ungewöhnlich.,"['replies', 'views', 'votes']"
1036,True,"Das Engagement ist für diesen Kontext deutlich ungewöhnlich: Eine mexikanische SIM-Karte für $69.99 auf Amazon.ca ist ein sehr spezialisiertes Nischenprodukt mit begrenzter Zielgruppe, dennoch zeigt es mit 68 Antworten und 21.373 Aufrufen extrem hohes Interesse, das weit über das erwartbare Maß für solch ein geografisch und thematisch eingeschränktes Angebot hinausgeht.","['replies', 'views', 'votes']"
1037,False,"Ein Gaming-Laptop für 799$ mit 100$ Ersparnis von Best Buy ist ein attraktives Angebot, das hohes Interesse rechtfertigt. Die 64 Antworten, 15.963 Views und 7 positive Votes sind für ein solches Tech-Produkt im mittleren Preissegment mit Rabatt durchaus plausibel und im erwartbaren Rahmen.","['replies', 'views', 'votes']"
1038,False,"Ein 40-Gallon-Aquarium für ca. 70 USD ist ein spezifisches Haustierprodukt mit relevantem Preis, das bei Aquaristik-Interessierten durchaus Diskussionsbedarf auslöst. Die 51 Antworten, knapp 10.000 Views und 10 positive Votes sind für ein Nischenprodukt im Pets-Bereich plausibel und im erwartbaren Rahmen.","['replies', 'views', 'votes']"
1039,False,"Ein Thermapen Mk4 ist ein hochwertiges Küchenthermometer mit Nischenappeal. 2228 Views und 10 Replies zeigen moderates Interesse, was für ein spezialisiertes Produkt im Home & Garden Bereich plausibel ist. Die 0 Votes (neutral) passen zu einem Deal, der weder besonders herausragend noch schlecht ist.","['replies', 'views', 'votes']"
1040,False,"Ein spezialisiertes Fahrrad-Drehmomentschlüssel-Werkzeug mit 30% Rabatt für ~49€ ist ein Nischenprodukt für Fahrrad-Enthusiasten. Die 1731 Views zeigen solides Interesse, während 5 Replies und 3 Votes für ein spezialisiertes Werkzeugangebot im erwartbaren Rahmen liegen – nicht jeder benötigt dieses Tool, aber die Zielgruppe nimmt es wahr.","['replies', 'views', 'votes']"
1041,False,"Die Bose QC35 sind beliebte Premium-Kopfhörer mit starker Markenbekanntheit, und eine Ersparnis von $190 bei einem refurbished Modell ist attraktiv. 1253 Views bei 6 positiven Votes und keinen Replies sind für einen solchen Deal im erwartbaren Rahmen – das Produkt weckt Interesse (Views), erhält moderate Zustimmung (Votes), aber keine Diskussion (Replies), was bei einem klaren Preisangebot durchaus typisch ist.","['replies', 'views', 'votes']"
1042,False,"Eine Dewalt Säbelsäge für $119 mit $30 Ersparnis ist ein solides, aber nicht außergewöhnliches Werkzeugangebot. Die 932 Views bei 0 Replies und 0 Votes sind im Rahmen des Erwartbaren – das Produkt wird angeschaut, erzeugt aber keine starke Reaktion oder Diskussion, was für ein durchschnittliches Werkzeugangebot typisch ist.","['replies', 'views', 'votes']"
1043,False,"Ein Steam-Key-Bundle für $2.79 mit Gaming-Bezug zeigt mit 2592 Views, 7 Replies und 12 positiven Votes ein plausibles Engagement-Niveau. Der niedrige Preis und die Retro-Gaming-Thematik (Atari Vault) rechtfertigen moderate Aufmerksamkeit und Diskussion in der Gaming-Community.","['replies', 'views', 'votes']"
1044,False,"Das Engagement (5 Antworten, 2144 Aufrufe, 12 Votes) ist für eine günstige Mobile-App im Bereich Computers & Electronics angemessen. Die moderate Interaktion passt zu einem Nischenprodukt mit attraktivem Preis, das Interesse weckt, aber keine breite Masse anspricht.","['replies', 'views', 'votes']"
1045,False,"Ein Sneaker-Angebot von Fila bei Costco für $19.99 mit 30% Rabatt zeigt mit 2277 Views, 2 Replies und -1 Votes ein plausibles Engagement-Muster. Die hohen Views bei wenigen Interaktionen und leicht negativer Bewertung deuten auf ein Angebot hin, das zwar Aufmerksamkeit erhält, aber möglicherweise als weniger attraktiv oder qualitativ eingeschätzt wird – ein typisches Muster für Budget-Schuhangebote.","['replies', 'views', 'votes']"
1046,False,"Ein Ring Alarm Sicherheitssystem mit Echo Dot für 214,99$ bei 36% Ersparnis ist ein attraktives Elektronik-Angebot von einem großen Händler (Amazon.ca). Die 36 Antworten, 8649 Aufrufe und 8 Votes sind für ein solches Smart-Home-Sicherheitsprodukt mit substantiellem Rabatt im erwartbaren Rahmen und zeigen normales Interesse an diesem Deal-Typ.","['replies', 'views', 'votes']"
1047,True,"Das Verhältnis von 4241 Views zu nur 3 Votes und 13 Replies ist für einen einfachen Handsanitizer-Deal bei Walmart deutlich ungewöhnlich. Bei dieser hohen Reichweite wäre normalerweise ein wesentlich höheres Voting-Engagement zu erwarten, selbst wenn das Produkt wenig kontrovers ist.","['replies', 'views', 'votes']"
1048,False,"Eine LED-Schreibtischlampe mit 10W Schnellladefunktion für $24.99 ist ein praktisches Elektronikprodukt mit gutem Preis-Leistungs-Verhältnis. Die 17 Antworten, 5534 Aufrufe und 17 positive Votes sind für ein solches Alltagsprodukt im Elektronikbereich durchaus plausibel und zeigen normales Interesse ohne auffällige Diskrepanzen.","['replies', 'views', 'votes']"
1049,False,"Das Engagement ist für diesen Kontext plausibel: Ein DDR4-RAM-Angebot mit 20% Rabatt bei Amazon.ca in der Kategorie Computer & Elektronik erzeugt erwartbares Interesse (2624 Views, 10 Replies, 3 Votes). Die Werte passen zu einem soliden, aber nicht außergewöhnlichen Hardware-Deal.","['replies', 'views', 'votes']"
1050,True,"Bei einem spezifischen PC-Hardware-Deal (RAM-Module) mit 1219 Views und einer Antwort wären normalerweise mehr als 0 Votes zu erwarten. Die hohe View-Zahl deutet auf Interesse hin, doch das völlige Fehlen jeglicher Bewertung (weder positiv noch negativ) bei diesem Engagement-Level ist im Kontext von Deal-Foren ungewöhnlich.","['replies', 'views', 'votes']"
1051,True,"Die Zeile zeigt ein extremes Missverhältnis zwischen sehr hohen Views (2056) und minimalem Engagement (1 Reply, 1 Vote). Für eine Indoor-Sicherheitskamera mit 20% Rabatt bei Amazon.ca wäre bei über 2000 Aufrufen deutlich mehr Interaktion zu erwarten, wenn das Interesse authentisch wäre.","['replies', 'views', 'votes']"
1052,True,"Eine Arc'teryx Beta AR Jacket mit 40% Rabatt ist ein außergewöhnlich hochwertiges und begehrtes Outdoor-Produkt zu einem sehr attraktiven Preis. Die hohe Anzahl an Views (10.748) und Replies (33) passt zu diesem Premium-Deal, jedoch sind nur 4 Votes bei diesem Engagement-Level und der Deal-Qualität deutlich ungewöhnlich niedrig.","['replies', 'views', 'votes']"
1053,False,"Ein 34"" Curved Ultrawide Monitor mit QHD-Auflösung und 100Hz für ~594$ ist ein attraktives Tech-Angebot, das hohes Interesse in der Computers & Electronics Kategorie erwarten lässt. Die Werte (72 Antworten, 13825 Views, 27 Votes) sind für einen solchen Deal im normalen bis leicht erhöhten Bereich und passen zum Kontext eines diskussionswürdigen Monitor-Angebots.","['replies', 'views', 'votes']"
1054,False,"Das Engagement (18 Antworten, 9018 Aufrufe, 15 Votes) ist für Apple AirPods mit 24% Rabatt bei einem bekannten Händler wie Staples durchaus plausibel. Apple-Produkte generieren typischerweise hohes Interesse in Deal-Foren, und die Werte liegen im erwartbaren Rahmen für ein populäres Elektronikprodukt mit moderatem Rabatt.","['replies', 'views', 'votes']"
1055,True,"Das Verhältnis von 1089 Views zu nur 1 Reply und 3 Votes ist für ein spezialisiertes Werkzeugangebot mit 30%+ Ersparnis deutlich ungewöhnlich. Bei dieser hohen Reichweite wäre normalerweise mehr Engagement (mehr Antworten und Votes) zu erwarten, insbesondere da es sich um ein konkretes Preisangebot mit PM-Möglichkeit handelt.","['replies', 'views', 'votes']"
1056,True,"Die Zeile zeigt ein extremes Missverhältnis: 16.448 Views und 42 Replies deuten auf sehr hohes Interesse hin, während nur 6 Votes (bei dieser Reichweite) ungewöhnlich niedrig sind. Für ein Premium-Produkt wie Wagyu bei Costco wäre bei dieser Engagement-Intensität deutlich mehr Voting-Aktivität zu erwarten.","['replies', 'views', 'votes']"
1057,False,"Ein kostenloses Angebot (2 gratis Fotoprints) mit 30 Votes, 9 Antworten und 3683 Views zeigt ein moderates bis gutes Engagement, das für ein Gratisangebot in einem Deal-Forum durchaus plausibel ist. Die Werte liegen im erwartbaren Rahmen für einen attraktiven Gratis-Deal mit breiterem Interesse.","['replies', 'views', 'votes']"
1058,False,"Das Engagement ist im Kontext plausibel: Ein Tablet-Deal von Costco mit moderater Ersparnis ($20) erzeugt solides Interesse (3995 Views, 18 Replies). Die negativen Votes (-7) deuten darauf hin, dass die Community den Deal als nicht besonders attraktiv bewertet, was bei einem relativ hohen Preis und geringer Ersparnis nachvollziehbar ist.","['replies', 'views', 'votes']"
1059,True,"Eine externe 500GB SSD für 70$ bei Walmart mit 6559 Views und 20 Replies, aber nur 2 Votes ist ungewöhnlich. Das hohe Engagement (Views/Replies) bei gleichzeitig sehr niedrigen Votes deutet auf eine Diskrepanz hin, die für einen Deal dieser Kategorie und Reichweite nicht plausibel ist.","['replies', 'views', 'votes']"
1060,False,"Das Engagement ist für diesen Kontext plausibel: Eine Samsung Galaxy Watch Active 2 von Costco zu einem attraktiven Preis (269-329$) in der Kategorie Elektronik kann durchaus 7495 Views, 36 Antworten und 8 positive Votes generieren. Das Verhältnis zwischen hohen Views, moderaten Antworten und relativ niedrigen Votes ist für einen soliden Deal typisch.","['replies', 'views', 'votes']"
1061,True,"Bei 2100 Views und 9 Replies würde man deutlich mehr als nur 1 Vote erwarten. Das extrem niedrige Engagement in Form von Votes steht in starkem Missverhältnis zur hohen Reichweite und Diskussionsaktivität, was für diesen Deal-Kontext ungewöhnlich ist.","['replies', 'views', 'votes']"
1062,True,"Das Verhältnis von 1621 Views zu nur 2 Replies und 1 Vote ist für einen Deal mit 50% Ersparnis in der Kategorie Home & Garden extrem unausgewogen. Bei dieser hohen Reichweite wäre deutlich mehr Engagement (mehr Antworten und Votes) zu erwarten, was auf eine Anomalie hindeutet.","['replies', 'views', 'votes']"
1063,False,"Das Engagement (10 Antworten, 2499 Views, 2 Votes) ist für ein SiriusXM-Abo-Angebot mit kostenlosem Echo Dot im Entertainment-Bereich plausibel. Die moderate Anzahl an Antworten und Views bei niedrigen Votes deutet auf normales Interesse an einem Streaming-Deal hin, ohne außergewöhnliche Kontroverse oder virale Verbreitung.","['replies', 'views', 'votes']"
1064,False,"Das Engagement (28 Antworten, 4197 Aufrufe, 13 Votes) ist für einen praktischen Home & Garden Deal mit mehr als 50% Rabatt auf einen Benzinkanister plausibel. Solche Haushaltsartikel mit deutlichem Preisvorteil erzeugen typischerweise moderates bis gutes Interesse, und die Werte liegen im erwartbaren Rahmen für diese Art von Deal.","['replies', 'views', 'votes']"
1065,False,"Das Engagement (12 Antworten, 2167 Aufrufe, 6 Votes) ist für einen Philips Sonicare Deal bei Costco im erwartbaren Rahmen. Zahnbürstenköpfe sind ein relevantes Verbrauchsprodukt mit breiter Zielgruppe, der Preis von $44.99 für 5 Stück ist substantiell genug für Diskussionen, und das moderate Engagement passt zu einem soliden, aber nicht außergewöhnlichen Angebot.","['replies', 'views', 'votes']"
1066,False,"Das Engagement ist für einen Fast-Food-Deal mit Cashback-Angebot plausibel: 1371 Views zeigen moderate Reichweite, 10 Replies deuten auf Diskussion über Bedingungen/Verfügbarkeit hin, und -3 Votes sind typisch für Deals mit eingeschränkter Attraktivität oder komplexen Teilnahmebedingungen (Ampli-Registrierung erforderlich). Alles im erwartbaren Rahmen.","['replies', 'views', 'votes']"
1067,True,"1364 Views bei nur 0 Antworten und 4 Votes ist für ein Heimwerker-Produkt mit 40% Rabatt deutlich ungewöhnlich. Bei dieser hohen Reichweite wäre normalerweise mehr Engagement (Antworten/Diskussion) zu erwarten, insbesondere da es sich um ein saisonales Produkt mit substantiellem Rabatt handelt.","['replies', 'views', 'votes']"
1068,False,"Das Engagement (42 Antworten, 7258 Aufrufe) passt zu einem attraktiven Tech-Deal mit 90$ Ersparnis auf ein beliebtes Mesh-WLAN-System. Die leicht negativen Votes (-2) können durch Preisdiskussionen oder Verfügbarkeitsprobleme erklärt werden und sind im Deal-Forum-Kontext nicht ungewöhnlich.","['replies', 'views', 'votes']"
1069,False,"Ein hochwertiger Extremschlafsack (-40C) für 975€ mit 30% Rabatt ist ein spezialisiertes Nischenprodukt für Outdoor-Enthusiasten. Die 28 Antworten, 5796 Views und 9 Votes sind für ein solches Spezialprodukt im Sports & Fitness Bereich plausibel und spiegeln typisches Interesse einer engagierten Zielgruppe wider.","['replies', 'views', 'votes']"
1070,True,Das Verhältnis von 196 Antworten zu nur 20 Votes bei über 51.000 Views ist extrem ungewöhnlich. Bei einem Möbel-Deal mit so hoher Reichweite und intensiver Diskussion (196 Replies) wäre deutlich mehr Voting-Aktivität zu erwarten – das Engagement-Muster passt nicht zusammen.,"['replies', 'views', 'votes']"
1071,False,"Die Beyerdynamic DT 1990 Pro sind hochwertige Studio-Kopfhörer im Premium-Segment, und ein 'lowest price ever' bei diesem Produkt rechtfertigt das erhöhte Engagement (64 Antworten, ~10.000 Views, 15 Votes) vollständig. Das Interesse an audiophilen Produkten mit historischem Tiefstpreis ist in entsprechenden Communities typischerweise hoch.","['replies', 'views', 'votes']"
1072,False,"Das Engagement ist für einen YMMV-Deal (Your Mileage May Vary) zu Bonuspunkten bei Petro Canada plausibel. Die moderate Anzahl an Replies (12) und Votes (6) bei relativ hohen Views (3620) passt zu einem Nischen-Thema im Reise-/Tankstellen-Kontext, das viele interessiert aber nur wenige aktiv kommentieren.","['replies', 'views', 'votes']"
1073,False,"Das Engagement (14 Antworten, 4513 Aufrufe, 9 Votes) ist für ein Fitness-Produkt-Set zu einem attraktiven Preis von $14.51 auf Amazon.ca durchaus plausibel. TheraBand ist eine bekannte Marke im Fitnessbereich, und solche praktischen Trainingsprodukte zu günstigen Preisen erzeugen typischerweise moderates bis gutes Interesse in der Sports & Fitness Community.","['replies', 'views', 'votes']"
1074,True,"Die Anzahl der Views (2135) ist im Verhältnis zu den sehr niedrigen Replies (3) und Votes (5) extrem hoch und ungewöhnlich für ein lokales, standortspezifisches Gratis-Angebot. Typischerweise würde ein solch hohes Interesse (Views) bei einem kostenlosen Deal deutlich mehr Engagement in Form von Antworten und Votes erzeugen.","['replies', 'views', 'votes']"
1075,False,"Das Engagement ist für einen Financial Services Deal mit kostenlosem Bonus (500 Petro Points) von einer großen Bank (RBC) plausibel. Die 9014 Views, 26 Replies und 47 positive Votes passen zu einem Angebot, das viele Kreditkarteninhaber betrifft und Diskussionen über Verfügbarkeit (YMMV) auslöst.","['replies', 'views', 'votes']"
1076,False,"Das Engagement (9 Antworten, 1839 Aufrufe, 0 Votes) ist für einen Elektronik-Deal mit moderater Ersparnis (22-26%) bei einem bekannten Händler (Dell) plausibel. Die neutrale Vote-Zahl deutet auf ein durchschnittlich interessantes Angebot hin, während Views und Replies ein normales Interesse an Google Nest Wifi-Produkten widerspiegeln.","['replies', 'views', 'votes']"
1077,False,"Ein Videospiel-Deal für ein bekanntes Remake (Trials of Mana) bei Amazon.ca mit moderatem Preis zeigt ein plausibles Engagement: 2225 Views, 7 Antworten und 3 positive Votes passen gut zu einem durchschnittlich interessanten Gaming-Angebot, das Aufmerksamkeit erhält, aber nicht außergewöhnlich viral geht.","['replies', 'views', 'votes']"
1078,False,"Das hohe Engagement (202 Antworten, 39.519 Aufrufe, 61 Votes) ist im Kontext plausibel: Ein 5%-Rabatt auf eGift-Karten ist für viele Nutzer interessant, die Aufforderung '****PLEASE READ SUMMARY****' deutet auf wichtige Details/Diskussionsbedarf hin, und die lange Laufzeit bis Juni 2020 ermöglichte ausgiebige Diskussionen und wiederholte Aufrufe.","['replies', 'views', 'votes']"
1079,True,"Das Fire 7 Tablet von Amazon ist ein bekanntes Mainstream-Produkt mit moderatem Rabatt ($10), das 12.426 Views und 52 Replies generiert hat, aber nur 1 Vote erhielt. Diese extreme Diskrepanz zwischen hohem Engagement (Views/Replies) und minimalem Voting-Feedback ist im Kontext eines attraktiven Elektronik-Deals von einem großen Händler deutlich ungewöhnlich.","['replies', 'views', 'votes']"
1080,False,"Ein kostenloses digitales Notiz-Tool für Windows 10/Surface mit 100% Ersparnis zeigt mit 10.360 Views, 20 Antworten und 116 positiven Votes ein plausibles Engagement. Kostenlose Software-Deals, besonders für spezifische Zielgruppen (Surface-Nutzer), erzeugen typischerweise hohes Interesse bei moderater Diskussion.","['replies', 'views', 'votes']"
1081,True,"Eine .CA Domain-Registrierung mit 50% Rabatt hat mit 2011 Views ein ungewöhnlich hohes Aufrufsinteresse, aber nur 7 Antworten und lediglich 1 Vote. Dieses Missverhältnis zwischen sehr hoher Sichtbarkeit und extrem niedrigem Engagement (Votes/Replies) ist für ein technisches Nischenangebot im Telecom-Bereich deutlich auffällig.","['replies', 'views', 'votes']"
1082,False,"Das Engagement (2 Antworten, 1084 Aufrufe, 2 Votes) ist für ein spezifisches Computer-Hardware-Angebot (RAM) auf Amazon.ca angemessen. Solche technischen Produkte ziehen typischerweise moderate Aufrufe an, während die geringe Interaktion (Antworten/Votes) für ein Standardprodukt ohne außergewöhnlichen Rabatt plausibel ist.","['replies', 'views', 'votes']"
1083,False,"Das Engagement (7 Antworten, 1441 Aufrufe, 5 Votes) ist für ein Motoröl-Angebot mit 50% Rabatt im Automotive-Bereich plausibel. Solche praktischen Deals mit substantieller Ersparnis bei Canadian Tire ziehen typischerweise moderates Interesse an, ohne viral zu gehen.","['replies', 'views', 'votes']"
1084,False,"Das Engagement ist für diesen Kontext plausibel: Ultraboost-Schuhe mit 110$ Ersparnis sind attraktiv und erklären 1920 Views und 4 Replies. Die -2 Votes können durch den YMMV-Hinweis (Your Mileage May Vary, nicht für alle verfügbar) oder Skepsis bezüglich Verfügbarkeit entstanden sein, was im Deal-Forum-Kontext normal ist.","['replies', 'views', 'votes']"
1085,True,"Das Verhältnis von 32 Antworten zu nur 4 Votes bei 6064 Views ist für ein einfaches Gefriertruhen-Angebot ungewöhnlich hoch. Typischerweise würde ein solches Haushaltsgerät bei dieser Anzahl an Antworten deutlich mehr Votes generieren, was auf eine Anomalie im Engagement-Muster hindeutet.","['replies', 'views', 'votes']"
1086,True,"Das Verhältnis von 46 Antworten bei nur 13 Votes ist für einen Costco-Deal mit moderater Ersparnis ($6) ungewöhnlich hoch. Typischerweise korrelieren Antworten und Votes stärker, während hier die Diskussionsintensität das positive Voting deutlich übersteigt, was auf kontroverse oder problematische Aspekte hindeutet.","['replies', 'views', 'votes']"
1087,False,"Das Engagement ist für diesen Kontext plausibel: Ein Bluetooth-Kopfhörer-Deal mit 30% Rabatt bei Amazon.ca kann durchaus 3294 Views, 14 Replies und 3 positive Votes generieren. Die Werte passen zu einem moderat interessanten Audio-Deal in der Elektronik-Kategorie.","['replies', 'views', 'votes']"
1088,False,"Das Engagement (7 Antworten, 1677 Aufrufe, 1 Vote) ist für ein Microsoft Surface Zubehör-Bundle bei Best Buy im erwartbaren Rahmen. Die moderate Interaktion passt zu einem spezifischen Peripherie-Angebot, das eine Nischenzielgruppe (Surface-Nutzer) anspricht und solides, aber nicht außergewöhnliches Interesse generiert.","['replies', 'views', 'votes']"
1089,True,"Ein sehr einfaches, regional begrenztes Reinigungsmittel-Angebot (nur Quebec, niedriger Preis 1.67$) mit 550 Views aber 0 Replies ist ungewöhnlich. Solche lokalen Haushaltsprodukte generieren typischerweise deutlich weniger Aufrufe oder zumindest einige Kommentare bei dieser Reichweite.","['replies', 'views', 'votes']"
