original_index,Unnamed: 0,author,creation_date,expiry,last_reply,parent_category,price,replies,saving,source,thread_category,title,url,views,votes
1062,13,zac3ne2nr,2020-06-30T18:52:00,,2020-06-30T21:31:00,,,2,50.0,Home Depot Canada,Home & Garden,"YMMV shed in a box / garage in a box, various sizes",https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/shelterlogic-shed-in-a-box-6-ft-x-6-ft-x-6-ft-grey-peak-style-storage-shed/1000781221?e,1621,1
1063,14,badbeerbreath,2020-06-28T22:04:00,,2020-06-30T21:07:00,Entertainment,5.0,10,,SiriusXM,"Books, Music, Movies, Magazines",SiriusXM - $5 /month for 12 months + a FREE Echo Dot,http://www.avantlink.ca/click.php?tt=cl&mi=11859&pw=144787&ctc=deals&url=https%3A%2F%2Fwww.siriusxm.ca%2Fselect%2Fsummer-with-echo%2F%3FID%3DSEM%26gclid%3DCjwKCAjw_-D3BRBIEiwAjVMy7NE7q_qfsO-ryzRX_grtUs-EmxhBBdoRjBJi2XWBImqMUkw0KWlJgRoCkl4QAvD_BwE,2499,2
1064,15,immad01,2020-06-25T10:10:00,2020-07-01,2020-06-30T20:51:00,,6.44,28,,Home Hardware,Home & Garden,10L Plastic Jerry Gas Can for $6.44 (more than half off) (Ontario Stores),https://www.homehardware.ca/en/10l-plastic-jerry-gas-can/p/6616227,4197,13
1065,16,strikefreed,2020-06-29T08:04:00,,2020-06-30T20:04:00,Beauty & Wellness,44.99,12,,Costco,Beauty Supplies & Personal Care,Philips Sonicare DiamondClean Toothbrush Heads (5-Pack) $44.99,https://www.costco.ca/philips-sonicare-diamondclean-brush-heads-5-pack.product.100399845.html,2167,6
1066,17,BestOffer,2020-06-30T17:11:00,,2020-06-30T19:53:00,Restaurants,,10,5.0,Panago Pizza,Fast Food,Ampli x Panago - $10 on $5 purchase,,1371,-3
1067,18,dexterneedsabrain,2020-06-30T19:23:00,2020-07-02,2020-06-30T19:23:00,Home & Garden,29.99,0,0.4,Canadian Tire,Home Improvement & Tools,Smart Screen Gutter Guard - $29.99,https://www.canadiantire.ca/en/pdp/smart-screen-gutter-guard-0645104p.html#srp,1364,4
1068,19,zunairryk,2020-06-25T20:55:00,,2020-06-30T19:04:00,Computers & Electronics,369.99,42,90.0,,Peripherals & Accessories,Google Nest Wifi 5 Router with 2 Points - 3 Pack - $369.99,https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/google-nest-wifi-5-router-with-2-points-3-pack/13924603,7258,-2
1069,20,Userna34,2020-06-27T20:27:00,,2020-06-30T18:59:00,,975.0,28,30.0,MooseJaw.com,Sports & Fitness,NEMO Canon Sleeping Bag -40C,http://go.redirectingat.com?id=2927x594702&xs=1&url=https%3A%2F%2Fwww.moosejaw.com%2Fproduct%2Fnemo-canon-40-sleeping-bag_10272195,5796,9
1070,21,jono454,2020-05-13T10:17:00,2020-05-31,2020-06-30T18:43:00,Home & Garden,,196,,Staples,Furniture,Humanscale chairs and accessories 20% OFF,https://staplescanada.4u8mqw.net/c/341376/755401/10903?u=https://www.staples.ca/collections/humanscale-8722?utm_campaign=2020.05.13%20-%20Flyer-DOW%20-%20Core%20%28EN%29%20%28QX64yx%29&utm_medium=email&utm_source=Klaviyo%20-%20Campaigns&cid=EM%3AKlaviyo&_ke=eyJrbF9lbWFpbCI6ICJqb255ZW5Acm9nZXJzLmNvbSIsICJrbF9jb21wYW55X2lkIjogIkg1WmdreCJ9&page=1&configure%5BuserToken%5D=7839934204166123&configure%5BclickAnalytics%5D=true&configure%5BhitsPerPage%5D=32&configure%5Bfilters%5D=tags%3A%22en_CA%22%20AND%20collections%3A%22h,51234,20
1071,22,ShawnN84008,2020-06-29T13:27:00,,2020-06-30T18:39:00,Computers & Electronics,636.0,64,,Amazon.ca,Peripherals & Accessories,Beyerdynamic DT 1990 Pro - 636$ lowest price ever,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB01KM9EJ7I%2Fref%3Dppx_yo_dt_b_asin_title_o03_s00%3Fie%3DUTF8%26psc%3D1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,9990,15
1072,23,Dmbpjfan,2020-06-25T10:10:00,2020-06-30,2020-06-30T18:34:00,Travel,,12,,Petro Canada,Other,Ymmv bonus points petro Canada email,,3620,6
1073,24,zobi123,2020-06-30T08:03:00,,2020-06-30T18:33:00,,14.51,14,,Amazon.ca,Sports & Fitness,"TheraBand Resistance Bands Set 3 pack, $14.51",http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB01A58FHQ8%2Fref%3Dcm_sw_r_em_apa_i_IHY-EbJY9WB8N&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,4513,9
1074,25,Driftwood,2020-06-29T14:48:00,,2020-06-30T18:33:00,Restaurants,0.0,3,,,Coffee & Desserts,Nomad Bottle or Pixie Lungo Cups (Sherway Gardens location) - FREE,,2135,5
1075,26,Yel143,2020-06-16T22:16:00,2020-06-30,2020-06-30T18:32:00,,0.0,26,0.0,Royal Bank,Financial Services,RBC credit card customers free 500 petro points [YMMV],https://www.rbcrewards.com/#/home,9014,47
1076,27,islander59,2020-06-30T16:21:00,2020-07-01,2020-06-30T18:31:00,,,9,22.3% - 26,Dell,Computers & Electronics,Google Nest Wifi Products - $15OFF$199+ & 5% GCR cash back,http://go.redirectingat.com?id=2927x594702&xs=1&url=https%3A%2F%2Fpilot.search.dell.com%2F8440%2Fgoogle%2520nest%2520wifi,1839,0
1077,28,lebrond,2020-06-30T06:59:00,,2020-06-30T17:01:00,Computers & Electronics,44.99,7,,Amazon.ca,Video Games,Trials of Mana (Switch/PS4) $44.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FTrials-of-Mana%2Fdp%2FB07XKTM98Y&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,2225,3
1078,29,Rogues2017,2020-05-04T15:05:00,2020-06-30,2020-06-30T16:51:00,Travel,,202,0.05,,Other,UGo Wallet offering 5% discount on eGift cards until June 30th 2020..****PLEASE READ SUMMARY****,https://www.ugo.ca/gift-cards,39519,61
1079,0,drdtyc,2020-06-14T10:45:00,,2020-06-30T16:39:00,Computers & Electronics,59.99,52,10.0,Amazon.ca,Computers & Tablets/eReaders,"Fire 7 Tablet - 2019 Release, 16 GB, Black - $59.99",http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Ffire-7-tablet%2Fdp%2FB07JQP2C3X%2F&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,12426,1
1080,1,CrackTheDeal,2020-06-30T09:49:00,,2020-06-30T16:31:00,,0.0,20,100.0,Microsoft Store,Computers & Electronics,FREE Penbook (Windows 10/Surface Digital App),http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=36509&murl=https%3A%2F%2Fwww.microsoft.com%2Fen-ca%2Fp%2Fpenbook%2F9pl4gx47gt7k%3FranMID%3D24542%26ranEAID%3Dlw9MynSeamY%26ranSiteID%3Dlw9MynSeamY-o7X3kvFRpFsKm2OPbLHrug%26epi%3Dlw9MynSeamY-o7X3kvFRpFsKm2OPbLHrug%26irgwc%3D1%26OCID%3DAID2000142_aff_7593_1243925%26tduid%3D%2528ir__q0kuf2wuikkfrwk3kk0sohzn0n2xi0migt0tenaw00%2529%25287593%2529%25281243925%2529%2528lw9MynSeamY-o7X3kvFRpFsKm2OPbLHrug%2529%2528%2529%26irclickid%3D_q0kuf2wuikkfrwk3kk0sohzn0n2xi0migt0tenaw00%26activetab%3Dpivot%3Aoverviewtab&u1=rfdcb,10360,116
1081,2,pidcha,2020-06-30T09:18:00,2020-07-02,2020-06-30T16:29:00,Computers & Electronics,8.17,7,50.0,,Telecom,.CA domain 50% off,http://go.redirectingat.com?id=2927x594702&xs=1&url=https%3A%2F%2Fwww.namecheap.com%2Fdomains%2Fregistration%2Fcctld%2Fca%2F,2011,1
1082,3,yellowtuna,2020-06-30T15:58:00,,2020-06-30T16:23:00,Computers & Electronics,79.99,2,,Amazon.ca,Computers & Tablets/eReaders,[Amazon.ca] XPG Gammix D10 DDR4 16GB (2x8GB) 3200MHz 288-Pin CL16 PC4-25600 Desktop U-DIMM Memory $79.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB083LCJS9S%3Fref%3Dmyi_title_dp&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,1084,2
1083,4,chris5555,2020-06-30T12:02:00,2020-07-02,2020-06-30T15:44:00,,24.99,7,50.0,Canadian Tire,Automotive,"MotoMaster 5W40 Synthetic Engine Oil, 5-L",https://www.canadiantire.ca/en/pdp/motomaster-5w40-synthetic-engine-oil-5-l-0288720p.html,1441,5
1084,5,TheMau5,2020-06-30T15:08:00,,2020-06-30T15:36:00,Apparel,140.0,4,110.0,Foot Locker,Men's Shoes,[WARM] Ultraboost 3 colors 160$ all-in YMMV,https://footlockerca.ldw66v.net/c/341376/802110/11224?u=https://www.footlocker.ca/en/product/adidas-ultraboost-mens/4206842.html,1920,-2
1085,6,Seanne,2020-06-29T18:26:00,,2020-06-30T15:13:00,Home & Garden,199.98,32,,Walmart,Appliances,"RCA 5.0 Cu Ft Chest Freezer, White $199.98",http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=36751&murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2Frca-50-cu-ft-chest-freezer-white%2F6000201198984&u1=rfdcb,6064,4
1086,7,el'ation,2020-06-09T15:24:00,,2020-06-30T14:47:00,,23.99,46,6.0,Costco,Home & Garden,Rubbermaid® Brilliance 18 Pieces - $23.99,,14343,13
1087,8,CauseBurn,2020-06-28T20:48:00,,2020-06-30T14:26:00,Computers & Electronics,47.99,14,0.3,Amazon.ca,Home Theatre & Audio,Edifier W820BT Wireless Bluetooth Headphones ($67.99 - $20= $47.99),http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FEdifier-W820BT-Bluetooth-Headphones-Headphone%2Fdp%2FB07G2R7NCL%2F&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,3294,3
1088,9,montyburns,2020-06-30T12:47:00,,2020-06-30T14:23:00,Computers & Electronics,102.74,7,,Best Buy,Peripherals & Accessories,Microsoft Surface Pen + Bluetooth Mouse $102.74 + tax (PM with BB),http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FMicrosoft-Surface-Pen-Poppy-Red%2Fdp%2FB07YNKFC3R%2F&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,1677,1
1089,10,SKYhigh75f,2020-06-30T13:59:00,2020-07-01,2020-06-30T13:59:00,,1.67,0,,,Home & Garden,Hertel Nettoyants or Cleaners Only QC.,,550,4
1090,11,rosden,2020-06-30T08:23:00,2020-07-05,2020-06-30T13:35:00,Home & Garden,799.0,7,150.0,Costco,Outdoors & Patio,Napoleon Rogue 425 Natural Gas Grill with Cover $799 after $150 Off,https://www.costco.ca/napoleon-rogue-425-natural-gas-grill-with-cover.product.100470580.html,1986,3
1091,12,CaptSmethwick,2020-06-30T05:38:00,,2020-06-30T13:29:00,,25.73,21,3.5,Amazon.ca,Computers & Electronics,warm - EBL 16-Pack AAA 1100mAh Rechargeable Batteries Ni-MH $25.73,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB01LYGHBNA%2Fref%3Dox_sc_act_title_1%3Fsmid%3DA3P4UZIS42PRQV%26psc%3D1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,2701,-9
1092,13,zobi123,2020-06-26T10:46:00,,2020-06-30T13:28:00,Automotive,25.99,35,,Amazon.ca,Auto Parts & Accessories,RAVPower Portable car jump starter - $25.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB07PP39D8C%2Fref%3Dcm_sw_r_em_apa_i_RCG9EbBJYTTW2&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,7025,-9
1093,14,Clueless Fox,2020-06-30T02:11:00,,2020-06-30T12:15:00,Apparel,,5,30-60%,,Men's Apparel,Online Sale 50% off suits and sports coats,https://www.harryrosen.com/en/sale/c/all-sale/all?sort=newest-arrival,3145,3
1094,15,Zook123,2020-06-27T16:59:00,,2020-06-30T12:15:00,,19.97,4,,Costco,Beauty & Wellness,DHC Cleansing Oil - $19.97,,3243,5
1095,16,chingwu,2020-06-30T11:37:00,,2020-06-30T12:10:00,Computers & Electronics,399.0,2,80.0,Amazon.ca,Other,"Bose Noise Cancelling Wireless Bluetooth Headphones 700, with Alexa Voice Control, Soapstone $399",http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB07X5F81JS%3Ftag%3Dcamelcamelcam-20%26linkCode%3Dogi%26th%3D1%26language%3Den_CA&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,1180,0
1096,17,thesubmitter,2020-06-20T09:39:00,,2020-06-30T11:45:00,Home & Garden,,84,,IKEA,Appliances,Ikea: Up to 50% off appliances,https://www.ikea.com/ca/en/search/products/?group=Jun%2019%20-%20Aug%205%20SALE%20-%20Appliances,31964,27
1097,18,SohSay,2020-06-24T09:01:00,2020-07-01,2020-06-30T11:33:00,Home & Garden,19.98,27,19.98,Walmart,Appliances,Hamilton beach 4 slice toaster oven for $19.98 (Half price) or stainless steel Kettle,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=36751&murl=https%3A%2F%2Fwww.walmart.ca%2Fflyer&u1=rfdcb,6188,11
1098,19,gr8dlr,2020-06-30T10:21:00,2020-07-31,2020-06-30T11:28:00,,,6,,,Groceries,King Cole Ducks (Aurora) - specials for July,,1291,1
1099,20,jdewit,2020-06-29T15:49:00,,2020-06-30T11:18:00,Sports & Fitness,75.0,7,,Amazon.ca,Equipment,Victorinox Swiss Champ $75,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB0001GS19U%2Fref%3Dtwister_B071KCCBCH%3F_encoding%3DUTF8%26psc%3D1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,3015,7
1100,21,dealjuice,2020-06-27T09:57:00,,2020-06-30T10:44:00,,100.0,72,50.0,Staples,Computers & Electronics,Amazon Fire TV Cube (2nd Gen) - $100 w/coupon,https://staplescanada.4u8mqw.net/c/341376/755401/10903?u=https://www.staples.ca/products/2960019-en-amazon-53-020325-2gb-ddr4-ram-bluetooth-v50-streaming-media-player-black,16280,10
1101,22,Delhiboyin,2020-06-29T22:57:00,2020-06-30,2020-06-30T10:10:00,Computers & Electronics,7.5,4,50% off,,Telecom,2nd month free offer,https://www.luckymobile.ca/shop/flash-sale#EXT=lucky_Soc_URL_flashsale_insta_Acq_050119_ad,1924,-1
1102,23,m12k1m,2020-06-27T10:46:00,,2020-06-30T09:47:00,,1.99,22,60.0,Shoppers Drug Mart,Groceries,PC Blue Menu Sparkling Water 12 Pack YMMV $1.99,,6984,20
1103,24,Hartia0,2020-05-28T12:07:00,2020-07-06,2020-06-30T08:52:00,Computers & Electronics,,62,,Sony Online Entertainment,Video Games,Playstation Plus June 2020 ( Star Wars Battlefront 2 + Call of Duty WWII),https://blog.us.playstation.com/2020/05/28/star-wars-battlefront-ii-and-call-of-duty-wwii-are-your-ps-plus-games-for-june/,16084,51
1104,25,Presents,2020-06-30T00:41:00,2020-07-05,2020-06-30T08:09:00,Apparel,179.99,3,80.0,Costco,Men's Apparel,Citizen Eco-Drive Brycen Black Dial Men's Watch - $179.99 delivered,https://www.costco.ca/citizen-eco-drive-brycen-black-dial-men's-watch.product.100539372.html,3531,2
1105,26,linuxfan,2020-06-28T13:29:00,,2020-06-30T01:31:00,,89.99,18,0.08,Amazon.ca,Computers & Electronics,TP-Link EAP245 V3 AC1750 PoE Wireless MU-MIMO Gigabit Ceiling Mount Access Point (Warm) $89.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FTP-Link-EAP245-Wireless-Supports-Injector%2Fdp%2FB07NMZR3F1%2Fref%3Dsr_1_1%3Fcrid%3DOELY662L99BD%26dchild%3D1%26keywords%3Dtp-link%2Beap245%2Bv3%26qid%3D1593364053%26sprefix%3Dtp-link%2Beap245%252Caps%252C163%26sr%3D8-1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,4709,3
1106,27,ESJExplorer,2020-06-29T14:49:00,2020-07-05,2020-06-30T00:49:00,Travel,,10,,,Other,Earn 10X the miles with our 7 Days of Summer Event,https://www.aeroplan.com/sevendays.do?cid=011162271#/,2469,4
1107,28,xtreme883,2020-06-30T00:47:00,2020-07-05,2020-06-30T00:47:00,,11.99,0,45% off,PeaveyMart,Home & Garden,Scotts Summerguard Fertilizer 4kg bag $11.99,http://www.tkqlhce.com/click-749547-11111897?url=https%3A%2F%2Fwww.peaveymart.com%2FSummerguard-Fertilizer-P30227.aspx&sid=rfdcb,1253,1
1108,29,Pinotnoah,2020-06-29T16:13:00,,2020-06-30T00:05:00,,3.1,12,80,,Groceries,80% off select Lindt Chocolate Vaughan Mills,,3841,5
1109,0,cyndihuu,2020-06-25T18:46:00,,2020-06-29T23:28:00,Restaurants,0.99,38,,Wendy's,Fast Food,$0.99 Chocolate Frosty at Wendy's,,9703,33
1110,1,CanadianHummus,2020-06-29T10:58:00,,2020-06-29T23:14:00,Financial Services,51.99,11,,Amazon.ca,Other,Trolley Dolly - Victorian ($51.99),http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB074KQN7CW%2Fref%3Dcm_sw_r_cp_apa_i_LeG-EbV5K9DE7yeXB0ZWRBZElkPUEwNTE5NDQwMlRNSTI1T1E4OE1RVSZ3aWRnZXROYW1lPXNwX3Bob25lX3NlYXJjaF9hdGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl%26th%3D1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,2950,0
1111,2,Bincent,2020-06-29T18:10:00,2020-06-30,2020-06-29T22:38:00,,2.0,4,50.0,Whole Foods Market,Groceries,GT Kombucha (2 for $4) @ Whole Foods Markham,,1781,5
1112,3,toguy,2020-06-29T07:24:00,2020-08-02,2020-06-29T22:19:00,Beauty & Wellness,134.99,17,35.0,Costco,Beauty Supplies & Personal Care,Sonicare Toothbrushes (2-pack) - 134.99 ($35 off),https://www.costco.ca/philips-sonicare-protective-clean-platinum-handle-pack.product.100399655.html,3764,3
1113,4,Skilas,2020-06-29T00:54:00,,2020-06-29T22:10:00,Kids & Babies,3.19,9,,Amazon.ca,School Supplies,Color & Frame Coloring Books (spiral bound) - By the Sea / In the Forest - $3.19 each,,3630,12
1114,5,Freebush,2020-06-29T21:46:00,2020-06-30,2020-06-29T21:46:00,,14.99,0,40.0,Memory Express,Computers & Electronics,Polk Audio Swimmer Jr Flexible Bluetooth Speaker $14.99/ Polk Audio Swimmer Duo Bluetooth Waterproof Speaker $19.99,https://www.memoryexpress.com/Products/MX65475,1668,2
1115,6,Poutinesauce,2020-06-24T20:18:00,2020-07-06,2020-06-29T21:36:00,Computers & Electronics,6.49,10,50.0,Nintendo,Video Games,Duke Nukem 20th Anniversary World Tour Switch $6.49 on eShop,,3895,3
1116,7,baykingcollege,2020-05-31T14:25:00,,2020-06-29T21:29:00,Home & Garden,398.0,103,,Home Depot,Home Improvement & Tools,RYOBI 18V ONE+ 16-inch Mower + Trimmer + Blower + 2 * 4.0Ah Batteries + Charger $398,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/ryobi-18v-one-16-inch-mower-trimmer-and-blower-kit-with-2-4-0ah-batteries-and-1-charger/1001530544,25922,12
1117,8,NerdyGreg,2020-06-29T15:11:00,,2020-06-29T21:11:00,,2.0,10,,,Groceries,Waterloo Brewing: $60 for 30 tall boys,https://waterloobrewing.com/pages/our-store,3860,12
1118,9,pleebent,2020-05-23T19:06:00,,2020-06-29T21:09:00,,,303,,Hyundai,Automotive,Hyundai Santa Fe and Tucson 0% financing for 72m and 6m payment deferral,https://www.hyundaicanada.com/en/special-offers,60557,24
1119,10,scrubfordeals,2020-06-29T19:36:00,2020-07-13,2020-06-29T20:17:00,Kids & Babies,,5,50.0,Uber Eats,Other,$8 OFF on $15 - Targeted,,2041,-2
1120,11,pkeep22,2020-06-24T12:04:00,,2020-06-29T20:11:00,Entertainment,21.89,61,,Amazon.ca,"Books, Music, Movies, Magazines",Parasite 4K Blu ray - $21.89,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FParasite-4K-Blu-ray%2Fdp%2FB086PVQZZ5&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,6698,23
1121,12,btwitsmatt,2020-06-29T09:34:00,,2020-06-29T18:23:00,Sports & Fitness,,11,0.25,Altitude Sports,Other,Hydroflask 25% off + 5% membership discount,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=42557&murl=https%3A%2F%2Fwww.altitude-sports.com%2Fcollections%2Fhydro-flask&u1=rfdcb,3170,6
1122,13,essjayess,2020-06-29T18:14:00,,2020-06-29T18:18:00,,1.47,1,,Amazon.ca,Groceries,"Nuba Hibiscus Tisane (Tea), Low Calorie, 355ml, $1.47 (Add-on Item)",http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FNuba-Hibiscus-Tisane-Calorie-355ml%2Fdp%2FB073H2QZSV%2Fref%3Dsr_1_69%3Fdchild%3D1%26qid%3D1593468048%26refinements%3Dp_85%253A5690392011%26rnid%3D5690384011%26rps%3D1%26s%3Dgrocery%26sr%3D1-69&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,946,-1
1123,14,asdmd19,2020-06-25T13:23:00,,2020-06-29T18:14:00,Computers & Electronics,348.0,7,22.0,,Peripherals & Accessories,Sony WH-1000XM3 Wireless Noise Cancelling Headphones – $100.00 off,https://gibbyselectronicsupermarket.ca/product/sony-wh1000xm3-b-black-over-ear-bluetooth-noise-canceling-headphones/?utm_source=Facebook%2FInstagram&utm_medium=CPC&utm_campaign=Prospecting&fbclid=IwAR1w-hYHCWb-5UZYLVt6Ha93v6Q2RAl1LpK5p8O7mEOVW8VnCFa-BtYqMdI,4279,-7
1124,15,jasonp2323,2020-06-17T21:37:00,,2020-06-29T16:31:00,Computers & Electronics,50.0,51,,Freedom Mobile,Telecom,*warm* Freedom mobile $50 15gb,,10530,4
1125,16,pongster,2020-06-18T14:53:00,,2020-06-29T16:28:00,Home & Garden,29.99,14,,Costco,Appliances,Costco.ca FoodSaver Model FM1500-033 $29.99,https://www.costco.ca/foodsaver-fresh-food-preservation-system.product.100349723.html,5496,-1
1126,17,MikoWilson,2020-06-29T12:55:00,,2020-06-29T16:23:00,,119.99,6,50.0,Amazon.ca,Computers & Electronics,"Echo Plus (2nd gen), with Amazon Smart Plug and Philips Hue White A19 LED Smart Bulb -- $119 / 50% off",http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB08BJW9ZKK%2Fref%3Dods_gw_ha_h1_lr_bl_eg_0623%3Fpf_rd_r%3DFQGRW0C7JEBNVCPV7PZN%26pf_rd_p%3Dcb7811f5-bf6e-44a9-9896-02d40662f391%26th%3D1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,1380,1
1127,18,Freefast99,2020-06-29T16:18:00,,2020-06-29T16:18:00,Computers & Electronics,656.99,0,,Amazon.ca,Cameras,"Insta 360 One R 1"" Edition 656.99 all in!",http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FInsta360-ONE-1-Inch-Stabilization-Waterproof%2Fdp%2FB087P4BQ74%2Fref%3Dmp_s_a_1_4%3Fdchild%3D1%26keywords%3Dinsta360%2Bone%2Br%26qid%3D1593461769%26sr%3D8-4&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,1502,-1
1128,19,Simplex1234,2020-06-29T15:08:00,,2020-06-29T15:08:00,Home & Garden,242.1,1,24.0,Home Depot,Home Improvement & Tools,Milwaukee M12 FUEL 1/4″ Extended Reach Ratchet @ $242.10,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/milwaukee-tool-m12-fuel-12v-lithium-ion-brushless-cordless-1-4-inch-extended-reach-ratchet-tool-only-/1001501061,1145,0
1129,20,zzricezz,2020-06-29T10:37:00,2020-08-05,2020-06-29T14:21:00,Home & Garden,55.0,25,45.0,IKEA,Furniture,"HÄLLESTAD Laminate Countertop 74"" ($50) or 98"" ($60)",https://www.ikea.com/ca/en/p/haellestad-countertop-double-sided-white-aluminum-effect-aluminum-effect-metal-effect-edge-with-metal-effect-edge-laminate-60264366/,7555,20
1130,21,GitGudSam,2020-06-29T14:07:00,,2020-06-29T14:07:00,Computers & Electronics,79.99,0,10.0,Amazon.ca,Cameras,Fujifilm Instax Mini 11 - $79.99 ($10 OFF),http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FFujifilm-Instax-Mini-Instant-Camera%2Fdp%2FB085286JCJ%2F&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,756,-2
1131,22,Cheapo-Findo,2020-06-07T00:52:00,2020-06-12,2020-06-29T12:48:00,Small Business,1.97,16,0.56,Amazon.ca,Office Supplies,Crayola 24 Coloured Pencils - $1.97 (AN ADD-ON ITEM),http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FCrayola-Coloured-Colouring-Journaling-Supplies%2Fdp%2FB00006RSPC%2Fref%3Dsr_1_32%3Fdchild%3D1%26keywords%3Dcrayola%26qid%3D1592854539%26sr%3D8-32&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,6583,30
1132,23,Types84,2020-06-23T09:25:00,2020-06-29,2020-06-29T12:43:00,Home & Garden,29.0,35,,,Appliances,Nespresso Private Sale - Vertuo Line for $29 with 350 pod purchase - Ends June 29th!,,13041,6
1133,24,rupendra76,2020-06-15T16:29:00,,2020-06-29T12:39:00,Home & Garden,199.0,15,,Rona,Home Improvement & Tools,Bostitch 2HP/ Gal compressor with 18GA Nailer Combo $199,http://go.redirectingat.com?id=2927x594702&xs=1&url=https%3A%2F%2Fwww.rona.ca%2Fen%2Fmagnesium-compressor-and-nailer-yellow-and-black-10645001%3Futm_campaign%3Dcj_Skimlinks%26utm_content%3D5370367-100047067%26utm_medium%3Daffiliate%26utm_source%3Dcj%26cjevent%3D8a634679af4611ea804202a70a1c0e10,4495,0
1134,25,karthiks,2020-05-24T22:43:00,,2020-06-29T12:30:00,Computers & Electronics,,67,,Virgin Mobile,Telecom,[YMMV] [ON] [QC] 8GB @ $45/mo BYOD plan with Virgin home internet,,22066,14
1135,26,sprung,2020-06-26T13:04:00,2020-09-07,2020-06-29T12:07:00,Travel,,21,,Twitter,Hotels,"Westin Marriott Toronto - free breakfast, parking, and more all summer",https://twitter.com/WestinToronto/status/1276561230015221764,5155,-1
